Abstract,Intervention Area
"Abstract This paper discussed the concept of identity crime, then analysed and examined laws related to the matter in the legal systems of the two countries and assessed the efficiency and capability of those laws to combat this serious crime. Moreover, it made a comparison between the two systems and suggested some steps to be taken to improve the existing laws governing identity crime in the countries.",AreaCybersecurity CybersecurityInterventions that
"Abstract The United Nations (UN) identifies four key elements as agents for change and for addressing societal challenges: education, research, innovation and leadership. The use of technology, from a pedagogical and organizational point of view, in higher education institutions has brought about new challenges. The integration of them in the teaching-learning processes has experienced a great evolution, giving way to a digital transformation and the acquisition of new skills and knowledge, thus pointing towards quality education within the framework of sustainable development objectives. This document aims to describe and analyze the ways in which seven higher education institutions, three in Spain and four in Mexico, have taken up the challenge of adopting technologies and applying them to the educational process. To this end, in-depth interviews and direct observations were carried out. The results point to three dimensions: technological, pedagogical and organizational, which shed light on the different factors that influence the choice and availability of the use of technologies. The results indicate that contextual factors play a determinant role in the ability of an institution to profit from technologies to aid the educational process and guarantee its quality.",AreaDigital inclusion Digital
"Abstract Infrastructure and human capital limitations motivate the design of mHealth programs, but their large-scale implementation may be challenging in a development context. Prospera Digital (PD) is a pilot mHealth intervention aiming to improve maternal and child health and nutrition designed as a randomized controlled trial with 3 treatment arms. It was implemented during 2015–2017 in 326 treatment clinics located in 5 states in Mexico. Assess, with an external evaluation, PD's fidelity of implementation using 6 dimensions: adherence, quality, responsiveness, intervention complexity, facilitation strategies, and program differentiation.",AreaDigital information services
"Abstract The digital divide phenomenon arose in the early 90s due to internet popularization and telecommunications and information use management development. Numerous studies and authors agree that the basic premise of the digital divide is the difference that exists between individuals and societies that have access to computing, telecommunications and internet technology resources and those that do not (Schielfe 2008, Van Dijk & Hacker 2003, Servon 2002, OECD 2001, Ginsburg, Sabatini & Wagner 2000). The importance of information as a necessary element for society to function properly is where this phenomenon has its main emphasis, since those who do not have access to information, or have marginal contact with it, are excluded from a successful incorporation to social development.
This work analyses results of a study focused on gender differences in the use of technologies during a training program called: Reduction of the Digital Divide in Vulnerable and Young People of Vulnerable Communities (REBREDIG-PJA) of a southern Mayan-speaking area of Yucatan. This study's results are discussed concurring to Mexico's National Development Plan (2013-2018) and National Digital Strategy (2013) guidelines and compared with parameters stated in Yucatan State Development Plan (2012-2018).",AreaDigital literacy Digital
"Abstract This paper analyzes Moroccan discourses around media infrastructures and their intersection with carceral culture, taking up Mamfakinch’s responses to state-sponsored spyware attacks and judicial harassment as symbolic of shifting imaginaries of the digital. This work is situated within a growing subset of the media and communication literature on media infrastructures, which works to connect the materiality of media systems with everyday media cultures, practices and power. Mamfakinch’s experience with spyware and subsequent evolution into a digital rights organization are indicative of attempts to transfer a lingering carceral culture into digital spaces and a shift in state and activist internet imaginaries. In a global era and as part of a hypersurveillant state, Mamfakinch demonstrates how the digital becomes an increasingly important site for the surveillance and policing of dissent while presenting new modes of publicness and activism that directly challenge those endeavors.",AreaDigital infrastructure development
"Abstract The purpose of this study was to evaluate digital reference services at the Namibia University of Science and Technology (NUST) and the University of Namibia (UNAM) library. Two aspects were evaluated, namely, “resources” and “elements of the general digital reference model”.",AreaDigital information services
"Abstract Household food insecurity remains a major policy challenge in low-income countries. Identifying accurate measures that are relatively easy to collect has long been an important priority for governments seeking to better understand and fund solutions for communities in remote settings. Conventional approaches based on surveys can be time-consuming and costly, while data derived from satellite imagery represent proxies focused on biological processes (such as rainfall and crop growth) lack granularity in terms of human behaviors. As a result, there has recently been interest in tapping into the large digital footprint offered by mobile phone usage. This paper explores empirical relationships between data relating to mobile phones (ownership and spending on service use), and food insecurity in rural Nepal. The work explores models for estimating community-level food insecurity through aggregated mobile phone variables in a proof-of-concept approach. In addition, sensitivity analyses were performed by considering the performance of the models under different settings. The results suggest that mobile phone variables on ownership and expenditure can be used to estimate food insecurity with reasonable accuracy. This suggests that such an approach can be used in and beyond Nepal as an option for collecting timely food insecurity information, either alone or in combination with conventional approaches.",AreaData systems and
"Abstract The main purpose of this research work is to investigate the challenges preventing students of educational administration and planning from using ICT for learning in Nigeria higher institutions: a case study of university of Abuja, Nigeria. The sample for this study was all the students in university of Abuja. 50 students from each level of the department of educational administration and planning totaling 200 were randomly selected from the department using simple random sampling technique. One hypothesis and three research questions were postulated as a guide to this study and a seven sub-items questionnaire divided into two sections was used to get the required information. A simple percentage and chi-square were used to test the hypotheses at 0.95% level of significance. It was found out that there are challenges preventing students of educational administration and planning from using ICT for learning. The challenges preventing students of educational administration and planning from using ICT for learning includes; unstable power supply, lack of personal laptop or computer system, unstable ICT Network services, lack of computer literacy by the students, High cost of ICT services, poor infrastructural facilities of ICT in higher institutions and poor computer literacy of the lecturers. Base on the findings, the researchers recommends that the government should increase the funding of education in Nigeria to enable schools administrators provide necessary ICT facilities in their various schools.",AreaData systems and
"Abstract Geographical information systems (GIS) can be effective decision-support tools. In this paper, we detail a GIS approach implemented by the Bauchi and Sokoto state primary healthcare development agencies in Nigeria to generate and convert routine immunisation (RI) paper maps to digital maps for microplanning. The process involved three stages: primary and secondary data collection and reconciliation, geospatial data processing and analysis, and production and validation of maps. The data collection and reconciliation stage identified a number of challenges with secondary data sources, including the need to standardise and reconcile health facility and settlement names. The study team was unable to apply population estimates generated from the Global Polio Eradication Initiative to RI planning because operational boundaries for polio activities are defined differently from RI activities. Application of open-source GIS software enabled the combination of multiple datasets and analysis of geospatial data to calculate catchment areas for primary health centres (PHCs) and assign vaccination strategies to communities. The activity resulted in the development of PHC catchment area digital maps, and captured next steps and lessons learnt for RI microplanning in the two states. While the digital maps provided input into the microplanning process, more work is needed to build capacity, standardise processes and ensure the quality of data used to generate the maps. RI service providers and communities must be engaged in the process to validate, understand the data, the contextual factors that influence decisions about which vaccination strategies RI microplans include and how resources are allocated.",AreaData systems and
"Abstract Strengthening health systems to improve access to maternity services remains challenging for Nigeria due partly to weak and irregular in-service training and deficient data management. This paper reports the implementation of digital health tools for video training (VTR) of health workers and digitization of health data at scale, supported by satellite communications (SatCom) technology and existing 3G mobile networks. To understand whether, and under what circumstances using digital interventions to extend maternal, newborn and child health (MNCH) services to remote areas of Nigeria improved standards of healthcare delivery. From March 2017 to March 2019, VTR and data digitization interventions were delivered in 126 facilities across three states of Nigeria. Data collection combined documents review with 294 semi-structured interviews of stakeholders across four phases (baseline, midline, endline, and 12-months post-project closedown) to assess acceptability and impacts of digital interventions. Data was analyzed using a framework approach, drawing on a modified Technology Acceptance Model to identify factors that shaped technology adoption and use. Analysis of documents and interview transcripts revealed that a supportive policy environment, and track record of private-public partnerships facilitated adoption of technology. The determinants of technology acceptance among health workers included ease of use, perceived usefulness, and prior familiarity with technology. Perceptions of impact suggested that at the micro (individual) level, repeated engagement with clinical videos increased staff knowledge, motivation and confidence to perform healthcare roles. At meso (organizational) level, better-trained staff felt supported and empowered to provide respectful healthcare and improved management of obstetric complications, triggering increased use of MNCH services. The macro level saw greater use of reliable and accurate data for policymaking.
Simultaneous and sustained implementation of VTR and data digitization at scale enabled through SatCom and 3G mobile networks are feasible approaches for supporting improvements in staff confidence and motivation and reported MNCH practices. By identifying mechanisms of impact of digital interventions on micro, meso, and macro levels of the health system, the study extends the evidence base for effectiveness of digital health and theoretical underpinnings to guide further technology use for improving MNCH services in low resource settings.",AreaDigital information services
"Abstract This research discusses emerging trends in financial inclusion, barriers and factors influencing mobile banking as an innovative solution for increasing financial inclusion in sub-Saharan Africa (SSA) with a specific focus on Nigeria. Using a qualitative meta-synthesis (QMS), an interpretivist research paradigm, authors provide an analytical tool for understanding the subject of inquiry by integrating findings from previous studies and relevant data from the reports of the Central Bank of Nigeria on emerging trends in financial inclusion. This research, although qualitative in nature, validates information technology (IT) adoption theories/perspectives and enriches the “value in use” approach.",AreaDigital inclusion Digital
"Abstract This paper aims to explore the connectivity between social media use, access to migrant networks, information asymmetry and migration intentions. The study was conducted using data from individuals living in Nigeria and analysed with a generalized structural equation model, which is rare for this kind of research. The authors find a dual mediating role of the social media and the migrant networks in facilitating migration, i.e. reducing the threshold cost required to migrate and introducing a bias in terms of information asymmetry. While social media and access to migrant networks directly increase migration intentions, this changes when incomplete information is provided. People who use social media and their migrant networks for information are more likely to have information about destination countries than information on the transit risk. The study adds valuable insights for designing awareness campaigns aimed at reducing irregular migration. This study contributes to the understanding of the intersection of migration and digitalization",AreaDigital information services
"Abstract The coronavirus disease (COVID-19) pandemic is the biggest global economic and health challenge of the century. Its effect and impact are still evolving, with deaths estimated to reach 40 million if unchecked. One effective and complementary strategy to slow the spread and reduce the impact is to trace the primary and secondary contacts of confirmed COVID-19 cases using contact tracing technology.
The objective of this paper is to survey strategies for digital contact tracing for the COVID-19 pandemic and to present how using mobile positioning data conforms with Nigeria’s data privacy regulations.
We conducted an exploratory review of current measures for COVID-19 contact tracing implemented around the world. We then analyzed how countries are using mobile positioning data technology to reduce the spread of COVID-19. We made recommendations on how Nigeria can adopt this approach while adhering to the guidelines provided by the National Data Protection Regulation (NDPR). Despite the potential of digital contact tracing, it always conflicts with patient data privacy regulations. We found that Nigeria’s response complies with the NDPR, and that it is possible to leverage call detail records to complement current strategies within the NDPR. Our study shows that mobile position data contact tracing is important for epidemic control as long as it conforms to relevant data privacy regulations. Implementation guidelines will limit data misuse.",AreaData privacy Data
"Abstract Unprecedented growth in the use of ICTs has contributed to digital divide in Nigeria. Despite global efforts in bridging the digital divide in developed and developing nations, digital equality is yet to be achieved in nations. Government's effort in bridging the digital divide in Nigeria has become a daunting task due to several barriers hindering the use of ICTs by the rural dwellers such as low income, low deployment of telecommunication infrastructure, lack of skills, access, language and cultural challenges among others. In view of this, the aim of this paper is to unravel the socio-psychological consequences of the digital divide on rural dwellers in Nigeria. This paper further discussed dimensions and perspectives to digital divide, causes of digital divide, global efforts in bridging the digital divide, barriers militating against digital divide, and social psychological consequences of the digital divide on rural dwellers. Policy recommendations were made towards addressing the socio-psychological implications of digital divide on rural dwellers in Nigeria.",AreaDigital inclusion Digital
"Abstract This paper aims to report the initial findings of a project aiming to re-establish basic education in conflict-ravaged states in Northeastern Nigeria and to improve education providers' ability to plan and deliver basic educational services. The authors present a preliminary analysis of Nigerian teachers' access to information communication technology (ICT), their technology skills, as well associated national ICT policies.",AreaDigital inclusion Digital
"Abstract This article examines the motivators of gender notions and satisfaction in ICT informal sector jobs among youths in Ile-Ife, Osun state. A cross-sectional research design was employed to collect data. A total of 168 questionnaires and 30 in-depth interviews were administered and conducted on young ICT entrepreneurs. Findings revealed that socio-cultural factors such as peer group, parental influence, and social responsibilities have positively motivated youths to engage in ICT informal sector jobs. It also revealed that men were more prominent in ICT informal jobs like repairs, sales of mobile phones and computers, and women engage in the sale of rechargeable cards. Lastly, the study found that income (β = 0.062, p = 0.003) positively influences satisfaction with ICT informal sector jobs. The study concluded that youths are socio-culturally motivated to engage in ICT informal sector jobs. However; there are gender occupational differences in ICT informal sector jobs.",AreaDigital inclusion Digital
"Abstract This paper aims to address the relationship of teachers’ technological pedagogical content knowledge (TPACK) and their technology proficiency according to the International Society for Technology in Education Standards for Teachers (ISTE-ST) in public and private universities of Karachi, Pakistan.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract Social and mobile media are playing a significant role in the digitization of health sectors globally. New technology provides an opportunity for stakeholders (i.e., patients and healthcare professionals) to engage with each other in virtual environments to discuss health-related issues. This study examines the role of social and mobile media in digitizing the health sector in Pakistan through MARHAM, the platform which is the subject of this case study.",AreaDigital inclusion Digital
"Abstract The agriculture sector in Pakistan faces enormous challenges of lack of farm knowledge adoption due to the farmers’ lack of access to the latest information. Recently various mobile phone-based farm advisory services (FAS) have been introduced as an alternative to the conventional extension methods. Despite many ICT initiatives, the performance of these projects remains unsatisfactory. The current study was designed to identify these FAS, farmers’ extent of use, and factors associated with their adoption. Two hundred and forty farmers were surveyed in the rural areas of district Faisalabad, Punjab, Pakistan. Data were collected using a structured questionnaire and analysed with SPSS software. Findings revealed that 77.08% of the sampled farmers were using mobile-based FAS. Telecom and private sector FAS were reported to have the highest share of users (37.08% and 25.83% respectively). Results of the logistic regression showed that farmers’ educational level, mobile use skills, mobile possession duration and the number of mobile phones in a family were found positively significant, while farmers’ age and contact with extension agents were negatively significant. The findings conclude that education and digital literacy are essential for the use of mobile-based alternatives and emphasize the need for training and educating the farmers.",AreaDigital information services
"Abstract Agriculture is considered as the main driving force in Pakistan’s economy employing 45% of the country’s labor force and generating 20% of national GDP Agriculture sector of Pakistan is facing numerous challenges including non-adoption of agricultural technology at the farm level, due to farmers’ lack of access to the latest information. In this context, the current study focusses on the use of the mobile phone in accessing agricultural information among the farmers of the of district Muzaffargarh, Punjab, Pakistan.",AreaDigital information services
Abstract The paper aims to explore the long-term prospects of mobile broadband adoption in a developing country. The supply-side and demand-side policy measures are recommended to counter the challenges to broadband adoption.,AreaPolicy and regulation
"Abstract Aim of this paper is to investigate the relationship among information system of digital banking, trust and customer satisfaction. For this we have applied the S. J. (2009) model to Pakistani banking industry. More specifically dimensions of management information system in this study are system quality, information quality and information presentation. Total of 300 Self-administrated questionnaires were distributed among the general public of Pakistan. Smart PLS (partial least square) method were used to test the statically analysis. From statically analysis we have found that all the three dimensions of management information system significantly and positively impact the customer trust and satisfaction toward digital banking. Furthermore, this paper will surely contribute to the theoretical and managerial impactions.",AreaPolicy and regulation
"Abstract Opportunities in digital distribution place mobile games as a promising platform for games for health. However, designing a game that can compete in the saturated mobile games market and deliver persuasive health messages can feel like an insurmountable challenge. Although user-centered design is widely advocated, factors such as the user’s subject domain expertise, budget constraints, and poor data collection methods can restrict the benefits of user involvement. This study aimed to develop a playable and acceptable game for health, targeted at young key populations in the Philippines.",AreaDigital information services
"Abstract Although considerable progress has been made in reducing maternal mortality over the past 25 years in Senegal, the national maternal mortality ratio (MMR), at 315 deaths per 100,000 live births, is still unacceptably high. In recent years a mobile health (mHealth) intervention to enhance maternal health care has been introduced in rural and remote areas of the country. CommCare is an application that runs on cell phones distributed to community health workers known as matrones who enroll and track women throughout pregnancy, birth and the post-partum, offering health information, moral support, appointment reminders, and referrals to formal health care providers.
An ethnographic study of the CommCare intervention and the larger maternal health program into which it fits was conducted in order to identify key social and cultural contextual factors that contribute to the uptake and functioning of this mHealth intervention in Senegal. Ethnographic methods and semi-structured interviews were used with participants drawn from four categories: NGO field staff (n = 16), trained health care providers (including physicians, nurses, and midwives) (n = 19), community level health care providers (n = 13); and women belonging to a community intervention known as the Care Group (n = 14). Data were analyzed using interpretive analysis informed by critical medical anthropology theory. The study identified five socio-cultural factors that work in concert to encourage the uptake and use of CommCare: convening women in the community Care Group; a cultural mechanism for enabling pregnancy disclosure; constituting authoritative knowledge amongst women; harnessing the roles of older women; and adding value to community health worker roles. We argue that, while CommCare is a powerful tool of information, clinical support, surveillance, and data collection, it is also a social technology that connects and motivates people, transforming relationships in ways that can optimize its potential to improve maternal health care. In Senegal, mHealth has the potential not only to bridge the gaps of distance and expertise, but to engage local people productively in the goal of enhancing maternal health care. Successful mHealth interventions do not work as ‘magic bullets’ but are part of ‘assemblages’ – people and things that are brought together to accomplish particular goals. Attention to the social and cultural elements of the global health assemblage within which CommCare functions is critically important to understand and develop this mHealth technology to its full potential.",AreaDigital information services
"Abstract The 2014–2016 Ebola epidemic in West Africa was the largest Ebola epidemic to date. Contact tracing was a core surveillance activity. Challenges with paper-based contact tracing systems include incomplete identification of contacts, delays in communication and response, loss of contact lists, inadequate data collection and transcription errors. The aim of this study was to design and evaluate an electronic system for tracing contacts of Ebola cases in Port Loko District, Sierra Leone, and to compare this with the existing paper-based system. The electronic system featured data capture using a smartphone application, linked to an alert system to notify the District Ebola Response Centre of symptomatic contacts. The intervention was a customised three-tier smartphone application developed using Dimagi’s CommCare platform known as the Ebola Contact Tracing application (ECT app). Eligible study participants were all 26 Contact Tracing Coordinators (CTCs) and 86 Contact Tracers (CTs) working in the 11 Chiefdoms of Port Loko District during the study period (April–August 2015). Case detection was from 13th April to 17th July 2015. The CTCs and their CTs were provided with smartphones installed with the ECT app which was used to conduct contact tracing activities. Completeness and timeliness of contact tracing using the app were compared with data from April 13th-June 7th 2015, when the standard paper-based system was used. For 25 laboratory-confirmed cases for whom paper-based contact tracing was conducted, data for only 39% of 408 contacts were returned to the District, and data were often incomplete. For 16 cases for whom app-based contact tracing was conducted, 63% of 556 contacts were recorded as having been visited on the app, and the median recorded duration from case confirmation to first contact visit was 70 h. There were considerable challenges to conducting high-quality contact tracing in this setting using either the paper-based or the app-based system. However, the study demonstrated that it was possible to implement mobile health (mHealth) in this emergency setting. The app had the benefits of improved data completeness, storage and accuracy, but the challenges of using an app in this setting and epidemic context were substantial.",AreaDigital information services
"Abstract South Africa’s MomConnect mobile messaging programme, which aims to promote safe motherhood and improve pregnancy outcomes for South African women, includes a helpdesk feature which allows women registered on the system to ask maternal and child health (MCH)-related questions and to provide feedback on health services received at public health clinics. Messages sent to the helpdesk are answered by staff located at the National Department of Health. We examined event data from the MomConnect helpdesk database to identify any patterns in messages received, such as correlation of frequency or types of messages with location. We also explored what these data could tell us about the helpdesk’s effectiveness in improving health service delivery at public health clinics. We found that approximately 8% of registered MomConnect users used the helpdesk, and that usage was generally proportional to the use of antenatal care (ANC) services in provinces (as indicated by number of ANC first visits and number of MomConnect registrations), except in two provinces. Language, category and key topics of helpdesk messages were correlated with provinces. Most users accessed the helpdesk to seek maternal information, and where feedback about health services was provided, there were significantly more compliments than complaints. The MomConnect helpdesk is an important resource providing expectant mothers and mothers of infants with an interactive option for accessing MCHrelated information—above that included in the standard MomConnect messages—and advances achievement of the health goals of the MomConnect programme.",AreaDigital information services
"Abstract The study explored the contribution of information and communication technology (ICT)-based information sources to market participation among smallholder livestock farmers. Use of ICTs is considered paramount for providing smallholder farmers with required market information, and also to reduce market asymmetries. A double hurdle regression was utilized to analyze data collected from 150 smallholder livestock farmers in the study area. The results show that while use of ICT-based market information sources significantly influenced market participation, the effect of using ICT-based information sources on the intensity of market participation was not significant. Other variables shown to influence both market participation and the intensity of market participation were age, additional income and membership of farmer cooperatives. This suggests the need to consider other associated factors in the application and design of interventions that utilize ICT-based information sources to achieve market engagement among smallholders.",AreaDigital information services
"Abstract Basic service delivery is a fundamental right for all South Africans, especially vulnerable groups. Effective and efficient channels of communication between multi-stakeholder groups involved and affected by service delivery are essential. Digital citizen engagement has recently emerged as a key approach for supporting two-way communication between citizens and the government. It is essential for building evidence-based data to engage with government and apply social accountability measures to lobby for the provision of basic services. Key to building capacities and learning, is developing the abilities of both local government and citizens to become digitally literate (including civic and responsiveness literacy), in order to realise and action the true benefits of digital citizen engagement. This research set out to identify the roles of digital literacy in digital citizen engagement, and how it may be embedded in knowledge transfer processes for implementing digital citizen engagement initiatives. A pragmatist philosophical approach was applied: studying, observing and reflecting on actions in the MobiSAM case study. Using Szulanski’s four-stage model of knowledge transfer, key focus areas for developing digital literacy were identified, contributing to a Quadruple-E process of: (1) explore, (2) enable, (3) engage and (4) embed. Practices identified in the MobiSAM case study are provided as suggestions for each phase, with an indication of possible constraints that may be experienced in the knowledge transfer and digital literacy development process – a potential guideline for developing digital literacy in digital citizen engagement initiatives. The process for knowledge transfer and developing digital literacy that was identified in this article provides a guideline for future implementation of digital citizen engagement initiatives in resource-constrained contexts.",AreaDigital literacy Digital
"Abstract The objective of this study is to investigate the impact of awareness, perceived benefits, types of collected data, and perceived control on the privacy concerns of digital natives living in the smart city of Cape Town, South Africa. The study specifically investigated the privacy concerns of the citizens (foreign & local) of Cape Town born between the years of the late 1980s to mid-1990s.",AreaData privacy Data
"Abstract Although tuberculosis is a treatable disease, the high frequency of treatment default remains a challenge. The use of mobile phones structurally in a TB program has the potential to lower the frequency of default. However, it’s impact on treatment outcome in Sudan has not yet been evaluated. The aim is to evaluate the potential use of cell phones for lowering treatment default. We conducted a controlled intervention pilot study during the period from 1st of May 2017 to 31st of March 2018, in eight TB treatment units in Khartoum state, Sudan. Newly diagnosed patient with positive sputum smear on DOTS therapy were enrolled in intervention and control groups. SMS reminder were sent to the intervention group. Assessments were done at the beginning and at the end of the treatment. One hundred and forty-eight patients were enrolled, seventy-four patients in each group. The participants in the two groups were similar in demographic characteristics and behavioral and knowledge related factors about TB disease at baseline. The patients in the intervention group had a lower default rate (6.8%), higher documented cure rate (78.4%), better knowledge compared to control group. SMS reminder was useful and facilitated good interaction between patients and health personnel. Mobile texting seemed useful and was highly accepted by participants. Further evaluation of it’s potential benefit was warranted.",AreaData systems and
"Abstract Participatory land-use planning (LUP) is often promoted as a solution to various environment-related challenges. In Tanzania, planning processes often represent a stage in the conversion of village lands to different uses, such as wildlife conservation or large-scale farming. LUP in Tanzania is frequently dominated by powerful local, national, or international elites, resulting in loss of rights over village land despite the opposition of many villagers. Contemporary planning involves digital technologies such as global positioning system units, which enable easier storage and sharing of geospatial data. Using assemblage theory, and based on key informant interviews conducted in Arusha and Kilimanjaro Regions of Tanzania in 2015, this article shows that LUP, particularly when it involves digital technologies, is used to not only to change land uses but also to strengthen linkages between different organizations, reinforce certain narratives of environmental change, and legitimize particular forms of external intervention.",AreaDigital inclusion Digital
"Abstract This paper analyses the development of mobile money in Tanzania and the politics of financial inclusion that enhanced it. Mobile money has played a significant part in reaching the financially unreached and excluded people overtaking banking and other financial services in Tanzania. There is no doubt that mobile money emerged at a time when financial exclusion was a major issue, and that the advent of mobile money was opposed by the banks who thought that it was entering the money business, and that the banks were in a better position to do money business better than any other institutions. For this reason, it is crucial to understand the development of mobile money and the politics of financial inclusion that allowed it to succeed. I have chosen the case study of Tanzania because not only that mobile money has thrived there, but also mobile money as we perceive it today was firstly invented by the e-Fulusi, a Tanzanian company, and failed before it was relaunched in Kenya by MPesa and succeeded. Moreover, the development of mobile money and the politics of financial inclusion have proven their importance in fighting financial exclusion and in increasing access to formal financial services for the poor, which is key to economic growth and poverty alleviation.",AreaDigital inclusion Digital
"Abstract This study aims to develop an integrated e-health platform for enhancing delivery of HIV/AIDS healthcare information in Tanzania, which consists of a mobile application and a web-based system. The study is based on the system's functional and non-functional requirements for an e-health system for delivery of HIV/AIDS healthcare information. The Rapid Application Development (RAD) model was adopted during the system development. The system requirements were modelled into Data Flow Diagram (DFD) in order to obtain the clear flow of the HIV/AIDS healthcare information between the clients and HIV/AIDS healthcare practitioners. With the use of different software development tools and environment such as Android studio and Symfony framework; both android application and web-based system were developed. Finally, the developed system was tested for individual module functioning as well as the functioning of the fully integrated system. The user acceptance survey gave the mean score of above 4 on the scale of 5 for each tested aspect of the system. These scores show that the developed system was positively accepted by the users and commended the Ministry of Health and to deploy the system for enhanced delivery of HIV/AIDS healthcare information.",AreaData systems and
"Abstract Digital communication, especially social media interaction, has emerged as a key domain for civic debates specifically in urban areas of Tanzania. However, how policy-makers perceive these as opportunities for societal development is rarely assessed in research. This study will fill this gap through semi-structured interviews with policy-makers in Dar es Salaam and focus on assessing their perception of the role of social media in digital policy-making in society. Based on the study results, we suggest a new strategic approach for policy collaboration across African regions for building sustained policy capacity and to enable resilient public spheres as a core component of societal development in digital Africa.",AreaPolicy and regulation
"Abstract There is a paucity of subnational data on patterns of mobile phone ownership and use in Tanzania to inform the development of digital health interventions. The aim of this study is to assess patterns of mobile phone ownership and use in pregnant women to inform the feasibility and design of digital health interventions for promoting timely uptake of childhood vaccines in southern Tanzania.
Between August and November 2017, pregnant women in their third trimester were enrolled at health facilities and from surrounding communities, and asked about their patterns of mobile phone ownership and use in an interviewer administered survey. Of 406 women, only 3 had never used a phone. Most women (>98%) could make and receive phone calls. Compared to urban women, rural women reported higher mobile phone use rates but were less likely to be sole owners of phones, and less likely to send or receive SMS, transact money, browse the internet, or use social media via mobile phones. The findings suggest high feasibility for digital health interventions delivered via mobile phones to pregnant women in southern Tanzania. The feasibility of smartphone-based interventions or strategies relying on the use of social media or the internet is limited.",AreaDigital literacy Digital
"Abstract This article examines the significance of digital entrepreneurship in East Asia as informal work, based on empirical research in Taiwan and Thailand. Digital entrepreneurs in East Asia can be thought of as a new class of 'creative workers' who aspire to the neoliberal ideals of the West that advocate free markets and individualism. While digital entrepreneurship offers low-cost opportunities, it also represents highly precarious careers. The transition to the digital economy also means the expansion of the informal economy, which has existed in both Taiwan and Thailand. The encouragement of start-up ecosystems by respective political and economic elites serves to sweet-talk the creative class into participating in precarious work, or it may be an open bid to gain market share by incorporating informal businesses. In response to the theme of the special issue, this article discusses two contrasting cases and considers the significance of digital entrepreneurship as informalisation of work.",AreaDigital infrastructure development
"Abstract This study aims to investigate the applicability of technology acceptance model in explaining technology adoption among street vendors in Thailand as a representation of emerging economies.
A pen-and-pencil survey was administered to 370 street vendors in Bangkok; 356 usable surveys were analyzed for a completed rate of 96.2 per cent. Structural equation modeling was used to analyze the data. This study contributes to the existing technology acceptance literature as follows: First, the predictive power of the technology acceptance model is strong and holds true for street vendors. Second, it revealed that the relationship of entrepreneurial orientation and technology adoption is completely connected through the decision-making process (i.e. trust and system characteristics, otherwise known as usefulness and ease of use). Finally, the degree of product differentiation strengthens the positive relationship between perceived usefulness and the intention to use mobile commerce. This study advances the previous research on e-commerce adoption in settings outside the formal sector. More specifically, this study developed and validated the extended technology acceptance model in the smallest-scale of entrepreneurs, street vendors, to increase the understanding of the adoption of m-commerce.",AreaDigital finance Digital
"Abstract This article provides a brief summary of the aims, methods and results of a programme of training carried out by the EAMENA project in partnership with the Tunisian Institut National du Patrimoine and the Libyan Department of Antiquities. The focus was on the use of freely available satellite imagery for archaeological site identification and monitoring, on compiling and maintaining spatial databases - including the on-the-ground location of sites with the use of a GPS - and on the observation of patterns of preservation and threat within Geographical Information Systems to inform heritage management decisions at both regional and national levels. Three pairs of workshops took place in Tunis in 2017, 2018 and 2019, with interim support being given to participants by a Training Manager and Research Assistant based at the University of Leicester. The work was part of a larger scheme offered to heritage professionals across the Middle East and North Africa by the EAMENA project thanks to a grant received from the Cultural Protection Fund. In general this training has been very well received. Not only has it successfully achieved the propagation of desirable and much needed skills within partner institutions, it has also raised awareness of issues affecting the protection of cultural heritage within the broader community.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract With the widespread use of three-dimensional (3D) geographic information technologies, studies for 3D digital representation of property units in cadasters have increased in recent years. In Turkey, a project named 3D City Models and Cadasters was initiated by the General Directorate of Land Registries and Cadasters in 2018. With this project, which is planned to last four years, it aims to create 3D models of individual units (apartments) in buildings and provide visual representations of these individual units with legal information. Transition from the current 2D representation towards a 3D digital cadaster requires not only replacing analog drawings with 3D models but also examining the workflow for forming the property units. In this study, the process of registration of property rights for individual units is examined and possibilities and challenges for successful completion of the 3D cadaster project are evaluated from a legal, an organizational, and a technical point of view. Government plays a lead role by adopting the digital transformation as a state policy. However, new regulations and organizational settings may have to be introduced. Modeling and visualization alternatives for 3D data should be studied further.",AreaDigital information services
